Symbol,Period,Metric,Value
MA,2015-12,Dividends per Basic Common Share,0.16
MA,2015-12,Gross Margin,1
MA,2015-12,EBITDA Margin,0.449
MA,2015-12,EBIT Margin,0.412
MA,2015-12,Profit Margin,0.354
MA,2015-12,Free Cash Flow Margin,0.3758
MA,2015-12,EBITDA,1130
MA,2015-12,EBIT,1037
MA,2015-12,Consolidated Income,890
MA,2015-09,Revenues,2530
MA,2015-09,Revenue Growth,0.0161
MA,2015-09,Cost of Revenue,0
MA,2015-09,Gross Profit,2530
MA,2015-09,Research and Development Expense,0
MA,2015-09,Selling  General and Administrative Expense,1067
MA,2015-09,Operating Expenses,1161
MA,2015-09,Operating Income,1369
MA,2015-09,Interest Expense,15
MA,2015-09,Earnings before Tax,1352
MA,2015-09,Income Tax Expense,375
MA,2015-09,Net Income to Non-Controlling Interests,0
MA,2015-09,Net Income from Discontinued Operations,0
MA,2015-09,Net Income,977
MA,2015-09,Preferred Dividends Income Statement Impact,0
MA,2015-09,Net Income Common Stock,977
MA,2015-09,EPS,0.86
MA,2015-09,EPS Diluted,0.86
MA,2015-09,Weighted Average Shares,1130
MA,2015-09,Weighted Average Shares Diluted,1133
MA,2015-09,Dividends per Basic Common Share,0.16
MA,2015-09,Gross Margin,1
MA,2015-09,EBITDA Margin,0.577
MA,2015-09,EBIT Margin,0.5403
MA,2015-09,Profit Margin,0.386
MA,2015-09,Free Cash Flow Margin,0.4609
MA,2015-09,EBITDA,1461
MA,2015-09,EBIT,1367
MA,2015-09,Consolidated Income,977
MA,2015-06,Revenues,2390
MA,2015-06,Revenue Growth,0.0093
MA,2015-06,Cost of Revenue,0
MA,2015-06,Gross Profit,2390
MA,2015-06,Research and Development Expense,0
MA,2015-06,Selling  General and Administrative Expense,986
MA,2015-06,Operating Expenses,1139
MA,2015-06,Operating Income,1251
MA,2015-06,Interest Expense,17
MA,2015-06,Earnings before Tax,1241
MA,2015-06,Income Tax Expense,320
MA,2015-06,Net Income to Non-Controlling Interests,0
MA,2015-06,Net Income from Discontinued Operations,0
MA,2015-06,Net Income,921
MA,2015-06,Preferred Dividends Income Statement Impact,0
MA,2015-06,Net Income Common Stock,921
MA,2015-06,EPS,0.81
MA,2015-06,EPS Diluted,0.81
MA,2015-06,Weighted Average Shares,1138
MA,2015-06,Weighted Average Shares Diluted,1141
MA,2015-06,Dividends per Basic Common Share,0.16
MA,2015-06,Gross Margin,1
MA,2015-06,EBITDA Margin,0.565
MA,2015-06,EBIT Margin,0.5264
MA,2015-06,Profit Margin,0.385
MA,2015-06,Free Cash Flow Margin,0.3075
MA,2015-06,EBITDA,1350
MA,2015-06,EBIT,1258
MA,2015-06,Consolidated Income,921
MA,2015-03,Revenues,2230
MA,2015-03,Revenue Growth,0.0267
MA,2015-03,Cost of Revenue,0
MA,2015-03,Gross Profit,2230
MA,2015-03,Research and Development Expense,0
MA,2015-03,Selling  General and Administrative Expense,792
MA,2015-03,Operating Expenses,879
MA,2015-03,Operating Income,1351
MA,2015-03,Interest Expense,17
MA,2015-03,Earnings before Tax,1340
MA,2015-03,Income Tax Expense,320
MA,2015-03,Net Income to Non-Controlling Interests,0
MA,2015-03,Net Income from Discontinued Operations,0
MA,2015-03,Net Income,1020
MA,2015-03,Preferred Dividends Income Statement Impact,0
MA,2015-03,Net Income Common Stock,1020
MA,2015-03,EPS,0.89
MA,2015-03,EPS Diluted,0.89
MA,2015-03,Weighted Average Shares,1148
MA,2015-03,Weighted Average Shares Diluted,1152
MA,2015-03,Dividends per Basic Common Share,0.16
MA,2015-03,Gross Margin,1
MA,2015-03,EBITDA Margin,0.648
MA,2015-03,EBIT Margin,0.6085
MA,2015-03,Profit Margin,0.457
MA,2015-03,Free Cash Flow Margin,0.383
MA,2015-03,EBITDA,1444
MA,2015-03,EBIT,1357
MA,2015-03,Consolidated Income,1020
MA,2014-12,Revenues,2411
MA,2014-12,Revenue Growth,0.1525
MA,2014-12,Cost of Revenue,0
MA,2014-12,Gross Profit,2411
MA,2014-12,Research and Development Expense,0
MA,2014-12,Selling  General and Administrative Expense,1309
MA,2014-12,Operating Expenses,1393
MA,2014-12,Operating Income,1018
MA,2014-12,Interest Expense,16
MA,2014-12,Earnings before Tax,1007
MA,2014-12,Income Tax Expense,206
MA,2014-12,Net Income to Non-Controlling Interests,0
MA,2014-12,Net Income from Discontinued Operations,0
MA,2014-12,Net Income,801
MA,2014-12,Preferred Dividends Income Statement Impact,0
MA,2014-12,Net Income Common Stock,801
MA,2014-12,EPS,0.7
MA,2014-12,EPS Diluted,0.7
MA,2014-12,Weighted Average Shares,1153
MA,2014-12,Weighted Average Shares Diluted,1160
MA,2014-12,Dividends per Basic Common Share,0.11
MA,2014-12,Gross Margin,1
MA,2014-12,EBITDA Margin,0.459
MA,2014-12,EBIT Margin,0.4243
MA,2014-12,Profit Margin,0.332
MA,2014-12,Free Cash Flow Margin,0.2335
MA,2014-12,EBITDA,1107
MA,2014-12,EBIT,1023
MA,2014-12,Consolidated Income,801
MA,2014-09,Revenues,2490
MA,2014-09,Revenue Growth,0.1226
MA,2014-09,Cost of Revenue,0
MA,2014-09,Gross Profit,2490
MA,2014-09,Research and Development Expense,0
MA,2014-09,Selling  General and Administrative Expense,987
MA,2014-09,Operating Expenses,1070
MA,2014-09,Operating Income,1420
MA,2014-09,Interest Expense,11
MA,2014-09,Earnings before Tax,1418
MA,2014-09,Income Tax Expense,403
MA,2014-09,Net Income to Non-Controlling Interests,0
MA,2014-09,Net Income from Discontinued Operations,0
MA,2014-09,Net Income,1015
MA,2014-09,Preferred Dividends Income Statement Impact,0
MA,2014-09,Net Income Common Stock,1015
MA,2014-09,EPS,0.88
MA,2014-09,EPS Diluted,0.87
MA,2014-09,Weighted Average Shares,1157
MA,2014-09,Weighted Average Shares Diluted,1160
MA,2014-09,Dividends per Basic Common Share,0.11
MA,2014-09,Gross Margin,1
MA,2014-09,EBITDA Margin,0.607
MA,2014-09,EBIT Margin,0.5739
MA,2014-09,Profit Margin,0.408
MA,2014-09,Free Cash Flow Margin,0.5281
MA,2014-09,EBITDA,1512
MA,2014-09,EBIT,1429
MA,2014-09,Consolidated Income,1015
MA,2014-06,Revenues,2368
MA,2014-06,Revenue Growth,0.1298
MA,2014-06,Cost of Revenue,0
MA,2014-06,Gross Profit,2368
MA,2014-06,Research and Development Expense,0
MA,2014-06,Selling  General and Administrative Expense,904
MA,2014-06,Operating Expenses,985
MA,2014-06,Operating Income,1383
MA,2014-06,Interest Expense,15
MA,2014-06,Earnings before Tax,1373
MA,2014-06,Income Tax Expense,442
MA,2014-06,Net Income to Non-Controlling Interests,0
MA,2014-06,Net Income from Discontinued Operations,0
MA,2014-06,Net Income,931
MA,2014-06,Preferred Dividends Income Statement Impact,0
MA,2014-06,Net Income Common Stock,931
MA,2014-06,EPS,0.8
MA,2014-06,EPS Diluted,0.8
MA,2014-06,Weighted Average Shares,1165
MA,2014-06,Weighted Average Shares Diluted,1169
MA,2014-06,Dividends per Basic Common Share,0.11
MA,2014-06,Gross Margin,1
MA,2014-06,EBITDA Margin,0.62
MA,2014-06,EBIT Margin,0.5861
MA,2014-06,Profit Margin,0.393
MA,2014-06,Free Cash Flow Margin,0.2855
MA,2014-06,EBITDA,1469
MA,2014-06,EBIT,1388
MA,2014-06,Consolidated Income,931
MA,2014-03,Revenues,2172
MA,2014-03,Revenue Growth,0.1396
MA,2014-03,Cost of Revenue,0
MA,2014-03,Gross Profit,2172
MA,2014-03,Research and Development Expense,0
MA,2014-03,Selling  General and Administrative Expense,814
MA,2014-03,Operating Expenses,887
MA,2014-03,Operating Income,1285
MA,2014-03,Interest Expense,6
MA,2014-03,Earnings before Tax,1281
MA,2014-03,Income Tax Expense,411
MA,2014-03,Net Income to Non-Controlling Interests,0
MA,2014-03,Net Income from Discontinued Operations,0
MA,2014-03,Net Income,870
MA,2014-03,Preferred Dividends Income Statement Impact,0
MA,2014-03,Net Income Common Stock,870
MA,2014-03,EPS,0.73
MA,2014-03,EPS Diluted,0.73
MA,2014-03,Weighted Average Shares,1185
MA,2014-03,Weighted Average Shares Diluted,1189
MA,2014-03,Dividends per Basic Common Share,0.11
MA,2014-03,Gross Margin,1
MA,2014-03,EBITDA Margin,0.626
MA,2014-03,EBIT Margin,0.5925
MA,2014-03,Profit Margin,0.401
MA,2014-03,Free Cash Flow Margin,0.239
MA,2014-03,EBITDA,1360
MA,2014-03,EBIT,1287
MA,2014-03,Consolidated Income,870
MA,2013-12,Revenues,2092
MA,2013-12,Revenue Growth,0.104
MA,2013-12,Cost of Revenue,0
MA,2013-12,Gross Profit,2092
MA,2013-12,Research and Development Expense,0
MA,2013-12,Selling  General and Administrative Expense,1006
MA,2013-12,Operating Expenses,1172
MA,2013-12,Operating Income,920
MA,2013-12,Interest Expense,7
MA,2013-12,Earnings before Tax,911
MA,2013-12,Income Tax Expense,288
MA,2013-12,Net Income to Non-Controlling Interests,0
MA,2013-12,Net Income from Discontinued Operations,0
MA,2013-12,Net Income,623
MA,2013-12,Preferred Dividends Income Statement Impact,0
MA,2013-12,Net Income Common Stock,623
MA,2013-12,EPS,0.52
MA,2013-12,EPS Diluted,0.51
MA,2013-12,Weighted Average Shares,1199
MA,2013-12,Weighted Average Shares Diluted,1203
MA,2013-12,Dividends per Basic Common Share,0.06
MA,2013-12,Gross Margin,1
MA,2013-12,EBITDA Margin,0.473
MA,2013-12,EBIT Margin,0.4388
MA,2013-12,Profit Margin,0.298
MA,2013-12,Free Cash Flow Margin,0.5033
MA,2013-12,EBITDA,989
MA,2013-12,EBIT,918
MA,2013-12,Consolidated Income,623
MA,2013-09,Revenues,2218
MA,2013-09,Revenue Growth,0.1564
MA,2013-09,Cost of Revenue,0
MA,2013-09,Gross Profit,2218
MA,2013-09,Research and Development Expense,0
MA,2013-09,Selling  General and Administrative Expense,906
MA,2013-09,Operating Expenses,970
MA,2013-09,Operating Income,1248
MA,2013-09,Interest Expense,-3
MA,2013-09,Earnings before Tax,1254
MA,2013-09,Income Tax Expense,375
MA,2013-09,Net Income to Non-Controlling Interests,0
MA,2013-09,Net Income from Discontinued Operations,0
MA,2013-09,Net Income,879
MA,2013-09,Preferred Dividends Income Statement Impact,0
MA,2013-09,Net Income Common Stock,879
MA,2013-09,EPS,0.73
MA,2013-09,EPS Diluted,0.73
MA,2013-09,Weighted Average Shares,1205
MA,2013-09,Weighted Average Shares Diluted,1209
MA,2013-09,Dividends per Basic Common Share,0.06
MA,2013-09,Gross Margin,1
MA,2013-09,EBITDA Margin,0.593
MA,2013-09,EBIT Margin,0.564
MA,2013-09,Profit Margin,0.396
MA,2013-09,Free Cash Flow Margin,0.5735
MA,2013-09,EBITDA,1315
MA,2013-09,EBIT,1251
MA,2013-09,Consolidated Income,879
MA,2013-06,Revenues,2096
MA,2013-06,Revenue Growth,0.1516
MA,2013-06,Cost of Revenue,0
MA,2013-06,Gross Profit,2096
MA,2013-06,Research and Development Expense,0
MA,2013-06,Selling  General and Administrative Expense,807
MA,2013-06,Operating Expenses,868
MA,2013-06,Operating Income,1228
MA,2013-06,Interest Expense,5
MA,2013-06,Earnings before Tax,1233
MA,2013-06,Income Tax Expense,385
MA,2013-06,Net Income to Non-Controlling Interests,0
MA,2013-06,Net Income from Discontinued Operations,0
MA,2013-06,Net Income,848
MA,2013-06,Preferred Dividends Income Statement Impact,0
MA,2013-06,Net Income Common Stock,848
MA,2013-06,EPS,0.7
MA,2013-06,EPS Diluted,0.7
MA,2013-06,Weighted Average Shares,1214
MA,2013-06,Weighted Average Shares Diluted,1217
MA,2013-06,Dividends per Basic Common Share,0.06
MA,2013-06,Gross Margin,1
MA,2013-06,EBITDA Margin,0.62
MA,2013-06,EBIT Margin,0.5906
MA,2013-06,Profit Margin,0.405
MA,2013-06,Free Cash Flow Margin,0.3249
MA,2013-06,EBITDA,1299
MA,2013-06,EBIT,1238
MA,2013-06,Consolidated Income,848
MA,2013-03,Revenues,1906
MA,2013-03,Revenue Growth,0.0842
MA,2013-03,Cost of Revenue,0
MA,2013-03,Gross Profit,1906
MA,2013-03,Research and Development Expense,0
MA,2013-03,Selling  General and Administrative Expense,737
MA,2013-03,Operating Expenses,799
MA,2013-03,Operating Income,1107
MA,2013-03,Interest Expense,5
MA,2013-03,Earnings before Tax,1102
MA,2013-03,Income Tax Expense,336
MA,2013-03,Net Income to Non-Controlling Interests,0
MA,2013-03,Net Income from Discontinued Operations,0
MA,2013-03,Net Income,766
MA,2013-03,Preferred Dividends Income Statement Impact,0
MA,2013-03,Net Income Common Stock,766
MA,2013-03,EPS,0.62
MA,2013-03,EPS Diluted,0.62
MA,2013-03,Weighted Average Shares,1226
MA,2013-03,Weighted Average Shares Diluted,1230
MA,2013-03,Dividends per Basic Common Share,0.03
MA,2013-03,Gross Margin,1
MA,2013-03,EBITDA Margin,0.613
MA,2013-03,EBIT Margin,0.5808
MA,2013-03,Profit Margin,0.402
MA,2013-03,Free Cash Flow Margin,0.4355
MA,2013-03,EBITDA,1169
MA,2013-03,EBIT,1107
MA,2013-03,Consolidated Income,766
MA,2012-12,Revenues,1895
MA,2012-12,Revenue Growth,0.0966
MA,2012-12,Cost of Revenue,0
MA,2012-12,Gross Profit,1895
MA,2012-12,Research and Development Expense,0
MA,2012-12,Selling  General and Administrative Expense,934
MA,2012-12,Operating Expenses,996
MA,2012-12,Operating Income,899
MA,2012-12,Interest Expense,7
MA,2012-12,Earnings before Tax,894
MA,2012-12,Income Tax Expense,289
MA,2012-12,Net Income to Non-Controlling Interests,0
MA,2012-12,Net Income from Discontinued Operations,0
MA,2012-12,Net Income,605
MA,2012-12,Preferred Dividends Income Statement Impact,0
MA,2012-12,Net Income Common Stock,605
MA,2012-12,EPS,0.49
MA,2012-12,EPS Diluted,0.48
MA,2012-12,Weighted Average Shares,1232
MA,2012-12,Weighted Average Shares Diluted,1252
MA,2012-12,Dividends per Basic Common Share,0.03
MA,2012-12,Gross Margin,1
MA,2012-12,EBITDA Margin,0.508
MA,2012-12,EBIT Margin,0.4755
MA,2012-12,Profit Margin,0.319
MA,2012-12,Free Cash Flow Margin,0.4285
MA,2012-12,EBITDA,963
MA,2012-12,EBIT,901
MA,2012-12,Consolidated Income,605
MA,2012-09,Revenues,1918
MA,2012-09,Revenue Growth,0.055
MA,2012-09,Cost of Revenue,0
MA,2012-09,Gross Profit,1918
MA,2012-09,Research and Development Expense,0
MA,2012-09,Selling  General and Administrative Expense,796
MA,2012-09,Operating Expenses,854
MA,2012-09,Operating Income,1064
MA,2012-09,Interest Expense,4
MA,2012-09,Earnings before Tax,1066
MA,2012-09,Income Tax Expense,294
MA,2012-09,Net Income to Non-Controlling Interests,0
MA,2012-09,Net Income from Discontinued Operations,0
MA,2012-09,Net Income,772
MA,2012-09,Preferred Dividends Income Statement Impact,0
MA,2012-09,Net Income Common Stock,772
MA,2012-09,EPS,0.62
MA,2012-09,EPS Diluted,0.62
MA,2012-09,Weighted Average Shares,1250
MA,2012-09,Weighted Average Shares Diluted,1250
MA,2012-09,Dividends per Basic Common Share,0.03
MA,2012-09,Gross Margin,1
MA,2012-09,EBITDA Margin,0.588
MA,2012-09,EBIT Margin,0.5579
MA,2012-09,Profit Margin,0.403
MA,2012-09,Free Cash Flow Margin,0.499
MA,2012-09,EBITDA,1128
MA,2012-09,EBIT,1070
MA,2012-09,Consolidated Income,772
MA,2012-06,Revenues,1820
MA,2012-06,Revenue Growth,0.0918
MA,2012-06,Cost of Revenue,0
MA,2012-06,Gross Profit,1820
MA,2012-06,Research and Development Expense,0
MA,2012-06,Selling  General and Administrative Expense,770
MA,2012-06,Operating Expenses,846
MA,2012-06,Operating Income,974
MA,2012-06,Interest Expense,3
MA,2012-06,Earnings before Tax,973
MA,2012-06,Income Tax Expense,273
MA,2012-06,Net Income to Non-Controlling Interests,0
MA,2012-06,Net Income from Discontinued Operations,0
MA,2012-06,Net Income,700
MA,2012-06,Preferred Dividends Income Statement Impact,0
MA,2012-06,Net Income Common Stock,700
MA,2012-06,EPS,0.56
MA,2012-06,EPS Diluted,0.56
MA,2012-06,Weighted Average Shares,1260
MA,2012-06,Weighted Average Shares Diluted,1260
MA,2012-06,Dividends per Basic Common Share,0.03
MA,2012-06,Gross Margin,1
MA,2012-06,EBITDA Margin,0.567
MA,2012-06,EBIT Margin,0.5363
MA,2012-06,Profit Margin,0.385
MA,2012-06,Free Cash Flow Margin,0.3214
MA,2012-06,EBITDA,1032
MA,2012-06,EBIT,976
MA,2012-06,Consolidated Income,700
MA,2012-03,Revenues,1758
MA,2012-03,Revenue Growth,0.1712
MA,2012-03,Cost of Revenue,0
MA,2012-03,Gross Profit,1758
MA,2012-03,Research and Development Expense,0
MA,2012-03,Selling  General and Administrative Expense,704
MA,2012-03,Operating Expenses,758
MA,2012-03,Operating Income,1000
MA,2012-03,Interest Expense,6
MA,2012-03,Earnings before Tax,1000
MA,2012-03,Income Tax Expense,318
MA,2012-03,Net Income to Non-Controlling Interests,0
MA,2012-03,Net Income from Discontinued Operations,0
MA,2012-03,Net Income,682
MA,2012-03,Preferred Dividends Income Statement Impact,0
MA,2012-03,Net Income Common Stock,682
MA,2012-03,EPS,0.54
MA,2012-03,EPS Diluted,0.54
MA,2012-03,Weighted Average Shares,1270
MA,2012-03,Weighted Average Shares Diluted,1270
MA,2012-03,Dividends per Basic Common Share,0.01
MA,2012-03,Gross Margin,1
MA,2012-03,EBITDA Margin,0.603
MA,2012-03,EBIT Margin,0.5722
MA,2012-03,Profit Margin,0.388
MA,2012-03,Free Cash Flow Margin,0.2139
MA,2012-03,EBITDA,1060
MA,2012-03,EBIT,1006
MA,2012-03,Consolidated Income,682
MA,2011-12,Revenues,1728
MA,2011-12,Revenue Growth,0.2017
MA,2011-12,Cost of Revenue,0
MA,2011-12,Gross Profit,1728
MA,2011-12,Research and Development Expense,0
MA,2011-12,Selling  General and Administrative Expense,916
MA,2011-12,Operating Expenses,1738
MA,2011-12,Operating Income,-10
MA,2011-12,Interest Expense,7
MA,2011-12,Earnings before Tax,-11
MA,2011-12,Income Tax Expense,-30
MA,2011-12,Net Income to Non-Controlling Interests,1
MA,2011-12,Net Income from Discontinued Operations,0
MA,2011-12,Net Income,19
MA,2011-12,Preferred Dividends Income Statement Impact,0
MA,2011-12,Net Income Common Stock,19
MA,2011-12,EPS,0.02
MA,2011-12,EPS Diluted,0.01
MA,2011-12,Weighted Average Shares,1276
MA,2011-12,Weighted Average Shares Diluted,1266
MA,2011-12,Dividends per Basic Common Share,0.01
MA,2011-12,Gross Margin,1
MA,2011-12,EBITDA Margin,0.028
MA,2011-12,EBIT Margin,-0.0023
MA,2011-12,Profit Margin,0.011
MA,2011-12,Free Cash Flow Margin,0.4184
MA,2011-12,EBITDA,48
MA,2011-12,EBIT,-4
MA,2011-12,Consolidated Income,20
MA,2011-09,Revenues,1818
MA,2011-09,Revenue Growth,0.2731
MA,2011-09,Cost of Revenue,0
MA,2011-09,Gross Profit,1818
MA,2011-09,Research and Development Expense,0
MA,2011-09,Selling  General and Administrative Expense,765
MA,2011-09,Operating Expenses,816
MA,2011-09,Operating Income,1002
MA,2011-09,Interest Expense,6
MA,2011-09,Earnings before Tax,1031
MA,2011-09,Income Tax Expense,314
MA,2011-09,Net Income to Non-Controlling Interests,-1
MA,2011-09,Net Income from Discontinued Operations,0
MA,2011-09,Net Income,717
MA,2011-09,Preferred Dividends Income Statement Impact,0
MA,2011-09,Net Income Common Stock,717
MA,2011-09,EPS,0.56
MA,2011-09,EPS Diluted,0.56
MA,2011-09,Weighted Average Shares,1270
MA,2011-09,Weighted Average Shares Diluted,1270
MA,2011-09,Dividends per Basic Common Share,0.01
MA,2011-09,Gross Margin,1
MA,2011-09,EBITDA Margin,0.598
MA,2011-09,EBIT Margin,0.5704
MA,2011-09,Profit Margin,0.394
MA,2011-09,Free Cash Flow Margin,0.5297
MA,2011-09,EBITDA,1088
MA,2011-09,EBIT,1037
MA,2011-09,Consolidated Income,716
MA,2011-06,Revenues,1667
MA,2011-06,Revenue Growth,0.2212
MA,2011-06,Cost of Revenue,0
MA,2011-06,Gross Profit,1667
MA,2011-06,Research and Development Expense,0
MA,2011-06,Selling  General and Administrative Expense,733
MA,2011-06,Operating Expenses,782
MA,2011-06,Operating Income,885
MA,2011-06,Interest Expense,2
MA,2011-06,Earnings before Tax,892
MA,2011-06,Income Tax Expense,284
MA,2011-06,Net Income to Non-Controlling Interests,0
MA,2011-06,Net Income from Discontinued Operations,0
MA,2011-06,Net Income,608
MA,2011-06,Preferred Dividends Income Statement Impact,0
MA,2011-06,Net Income Common Stock,608
MA,2011-06,EPS,0.48
MA,2011-06,EPS Diluted,0.48
MA,2011-06,Weighted Average Shares,1270
MA,2011-06,Weighted Average Shares Diluted,1280
MA,2011-06,Dividends per Basic Common Share,0.01
MA,2011-06,Gross Margin,1
MA,2011-06,EBITDA Margin,0.566
MA,2011-06,EBIT Margin,0.5363
MA,2011-06,Profit Margin,0.365
MA,2011-06,Free Cash Flow Margin,0.2945
MA,2011-06,EBITDA,943
MA,2011-06,EBIT,894
MA,2011-06,Consolidated Income,608
MA,2011-03,Revenues,1501
MA,2011-03,Revenue Growth,0.1476
MA,2011-03,Cost of Revenue,0
MA,2011-03,Gross Profit,1501
MA,2011-03,Research and Development Expense,0
MA,2011-03,Selling  General and Administrative Expense,623
MA,2011-03,Operating Expenses,665
MA,2011-03,Operating Income,836
MA,2011-03,Interest Expense,10
MA,2011-03,Earnings before Tax,836
MA,2011-03,Income Tax Expense,274
